iter	Logloss
127	0.1078602563
128	0.1070998723
129	0.1064170398
130	0.1054962401
131	0.1049904379
132	0.1045546355
133	0.1039193127
134	0.1030430267
135	0.1022508827
136	0.1016811539
137	0.1012965329
138	0.1006297367
139	0.1000271006
140	0.09943887014
141	0.09891664267
142	0.09840316405
143	0.09773534586
144	0.09733718859
145	0.09680868218
146	0.09635096338
147	0.09572797442
148	0.09522057256
149	0.09471713556
150	0.09425091315
151	0.0938001401
152	0.09342262149
153	0.09295739629
154	0.09272380712
155	0.09218878208
156	0.09164506719
157	0.09128903886
158	0.09078899218
159	0.09032812363
160	0.08979448627
161	0.0895563821
162	0.08908554263
163	0.08867295873
164	0.08823141577
165	0.08767440635
166	0.08713074193
167	0.08676292695
168	0.08638218161
169	0.08595442799
170	0.08557817098
171	0.08517161595
172	0.08478254888
173	0.08435735282
174	0.0839649391
175	0.08362503438
176	0.08346869816
177	0.08316563114
178	0.08268282252
179	0.08227319773
180	0.08200713629
181	0.08167461171
182	0.08131110118
183	0.08094509507
184	0.08069489544
185	0.08028295031
186	0.07989716557
187	0.07953932606
188	0.07925967432
189	0.07892440375
190	0.07867067981
191	0.07843248777
192	0.07803803594
193	0.07779824272
194	0.0774422211
195	0.07719123968
196	0.07686768566
197	0.07652458906
198	0.07619530353
199	0.07588300565
200	0.07546592759
201	0.07512276144
202	0.07484586575
203	0.07459915009
204	0.07423970862
205	0.07392329247
206	0.07365635868
207	0.07334428047
208	0.07317179084
209	0.07292325536
210	0.07264033466
211	0.0722686699
212	0.07204960413
213	0.07180276365
214	0.07161590396
215	0.07134098452
216	0.07102356873
217	0.07078154154
218	0.07050783008
219	0.07032465143
220	0.06999144261
221	0.06975127608
222	0.06956570318
223	0.06932341431
224	0.06902157628
225	0.06877746755
226	0.06846793304
227	0.06831493979
228	0.06808091579
229	0.0677235524
230	0.06756228143
231	0.06730839291
232	0.06720529722
233	0.06700237761
234	0.0666379062
235	0.06628522145
236	0.06607242962
237	0.06579272724
238	0.0655845087
239	0.06536669391
240	0.06516818488
241	0.06490791333
242	0.06471421446
243	0.06446302888
244	0.06423198957
245	0.06399149423
246	0.06381160219
247	0.06362127636
248	0.06344385605
249	0.06325594432
250	0.06296025733
251	0.06273029475
252	0.06256488977
253	0.06236355238
254	0.06215451168
255	0.06189268514
256	0.06171139211
257	0.06146487464
258	0.0612303861
259	0.06110486438
260	0.06101016882
261	0.06080584709
262	0.06066583366
263	0.06049647944
264	0.06030040372
265	0.06015394886
266	0.05994181398
267	0.05970176661
268	0.05950162928
269	0.05934333557
270	0.0591837609
271	0.05903354447
272	0.05884155403
273	0.05864973974
274	0.05843622793
275	0.05826142823
276	0.05808411203
277	0.05782503783
278	0.05766975165
279	0.05749428465
280	0.05734273569
281	0.0571542471
282	0.05695518983
283	0.05685945897
284	0.05667480246
285	0.05659908526
286	0.05643178732
287	0.05625893464
288	0.05608755408
289	0.05589205945
290	0.05570760754
291	0.05556711805
292	0.05546589952
293	0.05539795415
294	0.05527008943
295	0.05518180726
296	0.05504341066
297	0.05488312511
298	0.05470430029
299	0.05444111617
300	0.05432879958
301	0.05417688884
302	0.05403900848
303	0.05389319118
304	0.05368146938
305	0.05353582285
306	0.05334399443
307	0.05314863602
308	0.05301138049
309	0.05288982969
310	0.05279269325
311	0.05270049779
312	0.05256537134
313	0.05244276178
314	0.05225298779
315	0.05214125949
316	0.05196232607
317	0.05182615736
318	0.05169588811
319	0.05154808119
320	0.0514017032
321	0.05129777442
322	0.05113226382
323	0.05097052922
324	0.05074162776
325	0.05065334599
326	0.05045167733
327	0.05036031009
328	0.05026482343
329	0.05017569342
330	0.04999151084
331	0.04985963977
332	0.04966745253
333	0.04959771043
334	0.04952906768
335	0.04938349526
336	0.04928094278
337	0.04918911665
338	0.04903764044
339	0.04896337333
340	0.04883713146
341	0.04865521517
342	0.04850130976
343	0.04833754823
344	0.0482299451
345	0.04810601393
346	0.04797446109
347	0.04780163638
348	0.04765712129
349	0.04754702513
350	0.04743815411
351	0.04735851049
352	0.04724384817
353	0.04711396624
354	0.04703797136
355	0.04693027698
356	0.04686088343
357	0.04670338514
358	0.04659846191
359	0.04653138761
360	0.04642572152
361	0.04626897263
362	0.04615616567
363	0.04603640969
364	0.04596986778
365	0.04587430075
366	0.04576267679
367	0.04563177575
368	0.0455038357
369	0.04542483645
370	0.04532500381
371	0.04519067111
372	0.04509252576
373	0.04498257488
374	0.04486367549
375	0.04479687515
376	0.04469665368
377	0.04459127385
378	0.04446529633
379	0.04436153534
380	0.04424938859
381	0.04417636094
382	0.04404377673
383	0.04395783154
384	0.04386708503
385	0.04377800581
386	0.04362038287
387	0.04354404655
388	0.04341583212
389	0.0433516749
390	0.04325566378
391	0.04317679878
392	0.0430126643
393	0.04292695142
394	0.0427845595
395	0.04267769673
396	0.04254142981
397	0.04248266983
398	0.0424384546
399	0.04231296898
400	0.04224342072
401	0.04213431752
402	0.04200727248
403	0.04190637147
404	0.04180455249
405	0.04165722094
406	0.04151302631
407	0.04144151699
408	0.04135180548
409	0.0412724658
410	0.04119458785
411	0.04110030609
412	0.04100998707
413	0.04090503477
414	0.04082001589
415	0.04072051409
416	0.04060398776
417	0.04051426273
418	0.04037233569
419	0.04029172413
420	0.04017010451
421	0.04006042914
422	0.03998801959
423	0.03985712288
424	0.03972597316
425	0.0396251773
426	0.03957973036
427	0.03948848576
428	0.03938087055
429	0.03936283295
430	0.03928987073
431	0.03922255579
432	0.0391347449
433	0.03904350113
434	0.0389726586
435	0.03886428133
436	0.03880302054
437	0.03874684058
438	0.03867761224
439	0.03859427122
440	0.03851552416
441	0.03845846164
442	0.03836878054
443	0.03826967271
444	0.03817514927
445	0.03809603201
446	0.0379966176
447	0.03785020491
448	0.03779359672
449	0.03768588142
450	0.03761289258
451	0.03756708942
452	0.037477554
453	0.03742595209
454	0.03736534176
455	0.03726713817
456	0.03719570793
457	0.03709154303
458	0.0370505916
459	0.03700010731
460	0.03692232797
461	0.03680501506
462	0.03670869053
463	0.03664227506
464	0.03655759244
465	0.03647517685
466	0.03637768323
467	0.03628068287
468	0.03621349838
469	0.03615566743
470	0.03607672199
471	0.03603435815
472	0.03601882218
473	0.0359761309
474	0.03591157594
475	0.03585930472
476	0.03580869743
477	0.0357378506
478	0.0356244589
479	0.03551262529
480	0.03541762184
481	0.03532448021
482	0.03528747822
483	0.0352423229
484	0.0351978255
485	0.03515123947
486	0.03508154497
487	0.03500204709
488	0.03494412863
489	0.03483422503
490	0.03477669641
491	0.03471410471
492	0.03463114817
493	0.03455266416
494	0.03446491057
495	0.03441378129
496	0.03428386159
497	0.03421047021
498	0.03415162835
499	0.03406022923
500	0.03397177077
501	0.03393911842
502	0.03382201984
503	0.03373753153
504	0.03368544574
505	0.03363321735
506	0.03358859691
507	0.03353536088
508	0.03343858001
509	0.03337839367
510	0.0333156677
511	0.03326169151
512	0.03321128493
513	0.03311020734
514	0.0330294312
515	0.03292280617
516	0.03288064151
517	0.03276769921
518	0.03270422456
519	0.03260045317
520	0.03254527735
521	0.0324275488
522	0.03234638921
523	0.03230807373
524	0.03222085052
525	0.03210298431
526	0.0320015258
527	0.03195247953
528	0.03190829535
529	0.03185892692
530	0.03178232801
531	0.03174513386
532	0.03165065806
533	0.03157587528
534	0.03150353673
535	0.03144639946
536	0.03137583981
537	0.03134237789
538	0.03130754732
539	0.03125881446
540	0.03118333072
541	0.0311352282
542	0.0310753597
543	0.03103272578
544	0.03098347882
545	0.03090693782
546	0.03084095247
547	0.03077656697
548	0.03072091949
549	0.03070181735
550	0.03063348341
551	0.0305595727
552	0.03053809814
553	0.03052060976
554	0.03046485899
555	0.03036924508
556	0.03031905721
557	0.03025996869
558	0.03022392258
559	0.03016413299
560	0.03009774983
561	0.03004861157
562	0.0299970592
563	0.0299639002
564	0.0298962467
565	0.02982634824
566	0.02976667867
567	0.02968158018
568	0.02961450865
569	0.02953175631
570	0.02944718652
571	0.02941998203
572	0.0293645598
573	0.02930847995
574	0.02925324472
575	0.02917887433
576	0.02913886247
577	0.0290745061
578	0.0290324056
579	0.02899803628
580	0.0289379362
581	0.02886502652
582	0.0288084247
583	0.02876814469
584	0.02872118814
585	0.02868837194
586	0.02864451312
587	0.02859460035
588	0.0285262965
589	0.02850706765
590	0.02845703131
591	0.02842139252
592	0.02833780468
593	0.02828568233
594	0.02818128937
595	0.02812455828
596	0.02807074692
597	0.02798226199
598	0.0279138527
599	0.02787626103
600	0.02783356024
601	0.02776455082
602	0.02773645649
603	0.02768265203
604	0.02766505847
605	0.02761151426
606	0.02757066073
607	0.02751160025
608	0.02745219455
609	0.02740473152
610	0.02735224785
611	0.02727822509
612	0.02723394935
613	0.02719294912
614	0.02712786778
615	0.02707570966
616	0.02697334764
617	0.02692557651
618	0.02687786575
619	0.02681694451
620	0.02674864925
621	0.02668408942
622	0.0266363308
623	0.0265814007
624	0.02652152101
625	0.0264912407
626	0.02642120307
627	0.02637850644
628	0.02630767578
629	0.02628751352
630	0.0262578518
631	0.02621433737
632	0.02616870391
633	0.02612544582
634	0.0260781306
635	0.02602092784
636	0.02599932343
637	0.0259718963
638	0.02592324951
639	0.02587782719
640	0.02580436205
641	0.02571572872
642	0.02567140197
643	0.02561584217
644	0.02559004384
645	0.02550813073
646	0.02548437429
647	0.02542353574
648	0.02535891178
649	0.02534431513
650	0.02532210475
651	0.02529436762
652	0.02524380122
653	0.02522190306
654	0.02517212476
655	0.02514262089
656	0.02511000133
657	0.02506850003
658	0.0250363952
659	0.02498533964
660	0.02493706545
661	0.02490354377
662	0.02486213211
663	0.02482793418
664	0.02479227992
665	0.02475814215
666	0.02471184084
667	0.02467460893
668	0.02463461434
669	0.02460201291
670	0.02455735044
671	0.02448048828
672	0.02441439518
673	0.02435515884
674	0.02433933041
675	0.02429921602
676	0.0242688037
677	0.02421044714
678	0.02414658684
679	0.02410937465
680	0.02409056486
681	0.02404181245
682	0.02399316601
683	0.02394018062
684	0.02389277633
685	0.02384192288
686	0.02382646127
687	0.02380436836
688	0.02377373354
689	0.02367582178
690	0.02364031566
691	0.02359959204
692	0.02354905478
693	0.02352877765
694	0.02350891388
695	0.02347697861
696	0.02343666687
697	0.02341108377
698	0.02338204378
699	0.02332975376
700	0.02328929015
701	0.02322776489
702	0.02318690394
703	0.02315640177
704	0.02311768572
705	0.02305090889
706	0.02298952388
707	0.02293376505
708	0.02287909317
709	0.02283742654
710	0.02280414107
711	0.02278147514
712	0.02273531544
713	0.02266680638
714	0.02261464659
715	0.02256637421
716	0.02254553565
717	0.02252034015
718	0.02249318767
719	0.02243525939
720	0.02240191988
721	0.02232401136
722	0.02228364437
723	0.02226779134
724	0.02223500033
725	0.0222234714
726	0.02218108301
727	0.02211988668
728	0.02210871809
729	0.02208200067
730	0.02202766154
731	0.02201176237
732	0.0219646729
733	0.021921459
734	0.02187982639
735	0.0218691568
736	0.02186169069
737	0.02182363151
738	0.02180806416
739	0.02174957064
740	0.02172755172
741	0.02168991747
742	0.02167801577
743	0.02164116886
744	0.02160115976
745	0.0215464876
746	0.02152841799
747	0.02148877951
748	0.02147198961
749	0.02146609073
750	0.02140691175
751	0.02138368258
752	0.02135554731
753	0.02130331186
754	0.02127529853
755	0.02123714921
756	0.02120371007
757	0.02118392817
758	0.02115743848
759	0.021128665
760	0.02108727911
761	0.02105417846
762	0.02101356907
763	0.02098352485
764	0.0209554192
765	0.02092547247
766	0.02090464862
767	0.02088868292
768	0.02084513215
769	0.02081433665
770	0.02079126083
771	0.020741915
772	0.02070605269
773	0.02067623505
774	0.02063878896
775	0.02061128667
776	0.02057061276
777	0.02054516601
778	0.02053633158
779	0.02050222253
780	0.02048722938
781	0.02047685404
782	0.02043834165
783	0.02038998383
784	0.0203460327
785	0.0203214677
786	0.02025885145
787	0.02020666293
788	0.02016072131
789	0.02011988653
790	0.02004753111
791	0.02002347947
792	0.0199822956
793	0.01996170336
794	0.01993831923
795	0.01992290443
796	0.01989520782
797	0.01986748742
798	0.01983271754
799	0.01977808081
800	0.01973882784
801	0.0197193229
802	0.01971223989
803	0.01969642589
804	0.01965768768
805	0.01961659059
806	0.01956501497
807	0.01954249546
808	0.01952953645
809	0.01949122447
810	0.01947039596
811	0.01941355164
812	0.01936344041
813	0.01933947576
814	0.01932365755
815	0.01928355269
816	0.01925491872
817	0.01920504186
818	0.01917072679
819	0.01914395293
820	0.01909492939
821	0.01906349247
822	0.01903854405
823	0.01899995413
824	0.01895723783
825	0.01893787535
826	0.01888867195
827	0.01886085098
828	0.01882067141
829	0.01881492905
830	0.01878424782
831	0.01876022062
832	0.01873910272
833	0.01870180945
834	0.01865274037
835	0.01860930751
836	0.01856660485
837	0.01854661865
838	0.01851095233
839	0.01848560806
840	0.01844581778
841	0.01840800382
842	0.01837420638
843	0.0183494506
844	0.01832492298
845	0.01828546481
846	0.01826612165
847	0.01822926903
848	0.01819816244
849	0.01818123286
850	0.01814011645
851	0.01810095876
852	0.01807464966
853	0.01805171011
854	0.0180002458
855	0.01796467589
856	0.01795947242
857	0.01791049878
858	0.01787192335
859	0.01784884489
860	0.01783718877
861	0.01779511161
862	0.0177638744
863	0.0177254587
864	0.01771649409
865	0.01769378463
866	0.01767851662
867	0.01764384611
868	0.01761383631
869	0.01759041067
870	0.01753890238
871	0.01752528436
872	0.0174752651
873	0.01744655654
874	0.01742377997
875	0.01738721833
876	0.01736970112
877	0.01735766606
878	0.01733789915
879	0.01729821127
880	0.01727168184
881	0.01724130744
882	0.01721968049
883	0.01718770533
884	0.01714652851
885	0.01712289064
886	0.01710650685
887	0.01706763907
888	0.0170226548
889	0.01700720053
890	0.01696786239
891	0.01695187095
892	0.01693607672
893	0.01692338684
894	0.01689990402
895	0.01686807849
896	0.01683505491
897	0.01681314915
898	0.01677618998
899	0.01675038328
900	0.01674334686
901	0.01673543105
902	0.0167108614
903	0.01669384099
904	0.01666072399
905	0.01663378513
906	0.01661513082
907	0.01659676492
908	0.01658040395
909	0.01657287071
910	0.01654226747
911	0.0165138282
912	0.01648992292
913	0.01647444603
914	0.01644556244
915	0.01643322186
916	0.01642189224
917	0.0164092311
918	0.01639066814
919	0.01634656422
920	0.01631385963
921	0.0162961967
922	0.01629273142
923	0.01627696532
924	0.01626146834
925	0.01624631852
926	0.01622400051
927	0.01618980351
928	0.01618377123
929	0.01616231765
930	0.01614475518
931	0.01612173203
932	0.0161061149
933	0.01607149066
934	0.01603173261
935	0.01602485286
936	0.01599372116
937	0.01598638849
938	0.01596816165
939	0.01594986989
940	0.01593359712
941	0.01590471917
942	0.01589002051
943	0.0158492082
944	0.0158123538
945	0.01579070313
946	0.01577306252
947	0.01575601859
948	0.01572024287
949	0.01569648293
950	0.01567494216
951	0.01564322807
952	0.0156259022
953	0.01560128908
954	0.01558554506
955	0.01557131994
956	0.01555683622
957	0.01552518108
958	0.01549818268
959	0.01548188534
960	0.01546844111
961	0.01544189585
962	0.01541914708
963	0.01541473245
964	0.01537908816
965	0.01535759899
966	0.01532876561
967	0.01530318937
968	0.01526560194
969	0.01524939609
970	0.01522427817
971	0.01518959493
972	0.01517256131
973	0.01515125775
974	0.01512775945
975	0.01511430112
976	0.01510210214
977	0.01510209278
978	0.01507656611
979	0.01506294548
980	0.01503526538
981	0.01500911219
982	0.01499608954
983	0.01498875926
984	0.01498099477
985	0.0149424503
986	0.01490758013
987	0.01488223819
988	0.01485789749
989	0.01484982791
990	0.01482024894
991	0.01481195467
992	0.01479238881
993	0.01477698923
994	0.01474571139
995	0.01473328364
996	0.01470477909
997	0.0146903321
998	0.01468234047
999	0.01467088921
